,Country name,Score,year,Unnamed: 0
703,Bhutan,5.196000000000001,2016,83.0
704,Kyrgyzstan,5.185,2016,84.0
705,Serbia,5.1770000000000005,2016,85.0
706,Bosnia and Herzegovina,5.162999999999999,2016,86.0
707,Montenegro,5.1610000000000005,2016,87.0
708,Dominican Republic,5.155,2016,88.0
709,Morocco,5.151,2016,89.0
710,Hungary,5.145,2016,90.0
711,Pakistan,5.132000000000001,2016,91.0
712,Lebanon,5.129,2016,92.0
713,Portugal,5.122999999999999,2016,93.0
714,Macedonia,5.121,2016,94.0
715,Vietnam,5.061,2016,95.0
716,Somaliland Region,5.057,2016,96.0
717,Tunisia,5.045,2016,97.0
718,Greece,5.033,2016,98.0
719,Tajikistan,4.996,2016,99.0
720,Mongolia,4.907,2016,100.0
721,Laos,4.876,2016,101.0
722,Nigeria,4.875,2016,102.0
723,Honduras,4.871,2016,103.0
724,Iran,4.813,2016,104.0
725,Zambia,4.795,2016,105.0
726,Nepal,4.793,2016,106.0
727,Palestinian Territories,4.754,2016,107.0
728,Albania,4.655,2016,108.0
729,Bangladesh,4.643,2016,109.0
730,Sierra Leone,4.635,2016,110.0
731,Iraq,4.575,2016,111.0
732,Namibia,4.574,2016,112.0
733,Cameroon,4.513,2016,113.0
734,Ethiopia,4.508,2016,114.0
735,South Africa,4.459,2016,115.0
736,Sri Lanka,4.415,2016,116.0
737,India,4.404,2016,117.0
738,Myanmar,4.395,2016,118.0
739,Egypt,4.362,2016,119.0
740,Armenia,4.36,2016,120.0
741,Kenya,4.356,2016,121.0
742,Ukraine,4.324,2016,122.0
743,Ghana,4.276,2016,123.0
744,Congo (Kinshasa),4.272,2016,124.0
745,Georgia,4.252,2016,125.0
746,Congo (Brazzaville),4.236000000000001,2016,126.0
747,Senegal,4.218999999999999,2016,127.0
748,Bulgaria,4.217,2016,128.0
749,Mauritania,4.2010000000000005,2016,129.0
750,Zimbabwe,4.1930000000000005,2016,130.0
751,Malawi,4.156000000000001,2016,131.0
752,Sudan,4.138999999999999,2016,132.0
753,Gabon,4.121,2016,133.0
754,Mali,4.073,2016,134.0
755,Haiti,4.0280000000000005,2016,135.0
756,Botswana,3.974,2016,136.0
757,Comoros,3.956,2016,137.0
758,Ivory Coast,3.916,2016,138.0
759,Cambodia,3.907,2016,139.0
760,Angola,3.866,2016,140.0
761,Niger,3.856,2016,141.0
762,South Sudan,3.832,2016,142.0
763,Chad,3.763,2016,143.0
764,Burkina Faso,3.739,2016,144.0
765,Uganda,3.739,2016,145.0
766,Yemen,3.724,2016,146.0
767,Madagascar,3.695,2016,147.0
768,Tanzania,3.666,2016,148.0
769,Liberia,3.622,2016,149.0
770,Guinea,3.607,2016,150.0
771,Rwanda,3.515,2016,151.0
772,Benin,3.484,2016,152.0
773,Afghanistan,3.36,2016,153.0
774,Togo,3.303,2016,154.0
775,Syria,3.069,2016,155.0
776,Burundi,2.905,2016,156.0
777,Switzerland,7.587000000000001,2015,0.0
778,Iceland,7.561,2015,1.0
779,Denmark,7.527,2015,2.0
780,Norway,7.522,2015,3.0
781,Canada,7.427,2015,4.0
782,Finland,7.406000000000001,2015,5.0
783,Netherlands,7.377999999999999,2015,6.0
784,Sweden,7.364,2015,7.0
785,New Zealand,7.286,2015,8.0
786,Australia,7.284,2015,9.0
787,Israel,7.278,2015,10.0
788,Costa Rica,7.226,2015,11.0
789,Austria,7.2,2015,12.0
790,Mexico,7.187,2015,13.0
791,United States,7.119,2015,14.0
792,Brazil,6.983,2015,15.0
793,Luxembourg,6.946000000000001,2015,16.0
794,Ireland,6.94,2015,17.0
795,Belgium,6.937,2015,18.0
796,United Arab Emirates,6.901,2015,19.0
797,United Kingdom,6.867000000000001,2015,20.0
798,Oman,6.853,2015,21.0
799,Venezuela,6.81,2015,22.0
800,Singapore,6.797999999999999,2015,23.0
801,Panama,6.7860000000000005,2015,24.0
802,Germany,6.75,2015,25.0
803,Chile,6.67,2015,26.0
804,Qatar,6.611000000000001,2015,27.0
805,France,6.575,2015,28.0
806,Argentina,6.574,2015,29.0
807,Czech Republic,6.505,2015,30.0
808,Uruguay,6.485,2015,31.0
809,Colombia,6.477,2015,32.0
810,Thailand,6.455,2015,33.0
811,Saudi Arabia,6.4110000000000005,2015,34.0
812,Spain,6.329,2015,35.0
813,Malta,6.3020000000000005,2015,36.0
814,Taiwan,6.297999999999999,2015,37.0
815,Kuwait,6.295,2015,38.0
816,Suriname,6.269,2015,39.0
817,Trinidad and Tobago,6.167999999999999,2015,40.0
818,El Salvador,6.13,2015,41.0
819,Guatemala,6.122999999999999,2015,42.0
820,Uzbekistan,6.002999999999999,2015,43.0
821,Slovakia,5.995,2015,44.0
822,Japan,5.987,2015,45.0
823,South Korea,5.984,2015,46.0
824,Ecuador,5.975,2015,47.0
825,Bahrain,5.96,2015,48.0
826,Italy,5.948,2015,49.0
827,Bolivia,5.89,2015,50.0
828,Moldova,5.888999999999999,2015,51.0
829,Paraguay,5.877999999999999,2015,52.0
830,Kazakhstan,5.855,2015,53.0
831,Slovenia,5.848,2015,54.0
832,Lithuania,5.832999999999999,2015,55.0
833,Nicaragua,5.827999999999999,2015,56.0
834,Peru,5.824,2015,57.0
835,Belarus,5.813,2015,58.0
836,Poland,5.791,2015,59.0
837,Malaysia,5.77,2015,60.0
838,Croatia,5.759,2015,61.0
839,Libya,5.754,2015,62.0
840,Russia,5.716,2015,63.0
841,Jamaica,5.709,2015,64.0
842,North Cyprus,5.695,2015,65.0
843,Cyprus,5.689,2015,66.0
844,Algeria,5.605,2015,67.0
845,Kosovo,5.589,2015,68.0
846,Turkmenistan,5.547999999999999,2015,69.0
847,Mauritius,5.477,2015,70.0
848,Hong Kong,5.474,2015,71.0
849,Estonia,5.428999999999999,2015,72.0
850,Indonesia,5.399,2015,73.0
851,Vietnam,5.36,2015,74.0
852,Turkey,5.332000000000001,2015,75.0
853,Kyrgyzstan,5.2860000000000005,2015,76.0
854,Nigeria,5.268,2015,77.0
855,Bhutan,5.252999999999999,2015,78.0
856,Azerbaijan,5.212000000000001,2015,79.0
857,Pakistan,5.194,2015,80.0
858,Jordan,5.192,2015,81.0
859,Montenegro,5.192,2015,82.0
860,China,5.14,2015,83.0
861,Zambia,5.129,2015,84.0
862,Romania,5.124,2015,85.0
863,Serbia,5.122999999999999,2015,86.0
864,Portugal,5.102,2015,87.0
865,Latvia,5.098,2015,88.0
866,Philippines,5.073,2015,89.0
867,Somaliland region,5.057,2015,90.0
868,Morocco,5.013,2015,91.0
869,Macedonia,5.007,2015,92.0
870,Mozambique,4.971,2015,93.0
871,Albania,4.959,2015,94.0
872,Bosnia and Herzegovina,4.949,2015,95.0
873,Lesotho,4.898,2015,96.0
874,Dominican Republic,4.885,2015,97.0
875,Laos,4.876,2015,98.0
876,Mongolia,4.874,2015,99.0
877,Swaziland,4.867,2015,100.0
878,Greece,4.857,2015,101.0
879,Lebanon,4.839,2015,102.0
880,Hungary,4.8,2015,103.0
881,Honduras,4.788,2015,104.0
882,Tajikistan,4.7860000000000005,2015,105.0
883,Tunisia,4.739,2015,106.0
884,Palestinian Territories,4.715,2015,107.0
885,Bangladesh,4.694,2015,108.0
886,Iran,4.686,2015,109.0
887,Ukraine,4.681,2015,110.0
888,Iraq,4.677,2015,111.0
889,South Africa,4.642,2015,112.0
890,Ghana,4.633,2015,113.0
891,Zimbabwe,4.61,2015,114.0
892,Liberia,4.571000000000001,2015,115.0
893,India,4.565,2015,116.0
894,Sudan,4.55,2015,117.0
895,Haiti,4.518,2015,118.0
896,Congo (Kinshasa),4.517,2015,119.0
897,Nepal,4.513999999999999,2015,120.0
898,Ethiopia,4.512,2015,121.0
899,Sierra Leone,4.507,2015,122.0
900,Mauritania,4.436,2015,123.0
901,Kenya,4.419,2015,124.0
902,Djibouti,4.369,2015,125.0
903,Armenia,4.35,2015,126.0
904,Botswana,4.332,2015,127.0
905,Myanmar,4.307,2015,128.0
906,Georgia,4.297,2015,129.0
907,Malawi,4.292,2015,130.0
908,Sri Lanka,4.271,2015,131.0
909,Cameroon,4.252,2015,132.0
910,Bulgaria,4.218,2015,133.0
911,Egypt,4.194,2015,134.0
912,Yemen,4.077,2015,135.0
913,Angola,4.033,2015,136.0
914,Mali,3.995,2015,137.0
915,Congo (Brazzaville),3.989,2015,138.0
916,Comoros,3.956,2015,139.0
917,Uganda,3.931,2015,140.0
918,Senegal,3.904,2015,141.0
919,Gabon,3.896,2015,142.0
920,Niger,3.845,2015,143.0
921,Cambodia,3.819,2015,144.0
922,Tanzania,3.781,2015,145.0
923,Madagascar,3.681,2015,146.0
924,Central African Republic,3.678,2015,147.0
925,Chad,3.667,2015,148.0
926,Guinea,3.656,2015,149.0
927,Ivory Coast,3.655,2015,150.0
928,Burkina Faso,3.587,2015,151.0
929,Afghanistan,3.575,2015,152.0
930,Rwanda,3.465,2015,153.0
931,Benin,3.34,2015,154.0
932,Syria,3.006,2015,155.0
933,Burundi,2.905,2015,156.0
934,Togo,2.839,2015,157.0
