,Country name,Score,year,CODE
88,Latvia,5.098,2015,LVA
89,Philippines,5.073,2015,PHL
90,Somaliland region,5.0569999999999995,2015,SOM
91,Morocco,5.013,2015,MAR
92,Macedonia,5.007,2015,MKD
93,Mozambique,4.971,2015,MOZ
94,Albania,4.959,2015,ALB
95,Bosnia and Herzegovina,4.949,2015,BIH
96,Lesotho,4.898,2015,LSO
97,Dominican Republic,4.885,2015,DOM
98,Laos,4.876,2015,LAO
99,Mongolia,4.874,2015,MNG
100,Swaziland,4.867,2015,SWZ
101,Greece,4.857,2015,GRC
102,Lebanon,4.8389999999999995,2015,LBN
103,Hungary,4.8,2015,HUN
104,Honduras,4.788,2015,HND
105,Tajikistan,4.7860000000000005,2015,TJK
106,Tunisia,4.739,2015,TUN
107,Palestinian Territories,4.715,2015,PSE
108,Bangladesh,4.694,2015,BGD
109,Iran,4.686,2015,IRN
110,Ukraine,4.681,2015,UKR
111,Iraq,4.677,2015,IRQ
112,South Africa,4.6419999999999995,2015,ZAF
113,Ghana,4.633,2015,GHA
114,Zimbabwe,4.61,2015,ZWE
115,Liberia,4.571000000000001,2015,LBR
116,India,4.565,2015,IND
117,Sudan,4.55,2015,SDN
118,Haiti,4.518,2015,HTI
119,Congo (Kinshasa),4.5169999999999995,2015,COD
120,Nepal,4.513999999999999,2015,NPL
121,Ethiopia,4.512,2015,ETH
122,Sierra Leone,4.507,2015,SLE
123,Mauritania,4.436,2015,MRT
124,Kenya,4.419,2015,KEN
125,Djibouti,4.369,2015,DJI
126,Armenia,4.35,2015,ARM
127,Botswana,4.332,2015,BWA
128,Myanmar,4.3069999999999995,2015,MMR
129,Georgia,4.297,2015,GEO
130,Malawi,4.292,2015,MWI
131,Sri Lanka,4.271,2015,LKA
132,Cameroon,4.252,2015,CMR
133,Bulgaria,4.218,2015,BGR
134,Egypt,4.194,2015,EGY
135,Yemen,4.077,2015,YEM
136,Angola,4.033,2015,AGO
137,Mali,3.995,2015,MLI
138,Congo (Brazzaville),3.989,2015,COG
139,Comoros,3.9560000000000004,2015,COM
140,Uganda,3.931,2015,UGA
141,Senegal,3.904,2015,SEN
142,Gabon,3.8960000000000004,2015,GAB
143,Niger,3.845,2015,NER
144,Cambodia,3.819,2015,KHM
145,Tanzania,3.781,2015,TZA
146,Madagascar,3.681,2015,MDG
147,Central African Republic,3.678,2015,CAF
148,Chad,3.667,2015,TCD
149,Guinea,3.656,2015,GIN
150,Ivory Coast,3.655,2015,CIV
151,Burkina Faso,3.5869999999999997,2015,BFA
152,Afghanistan,3.575,2015,AFG
153,Rwanda,3.465,2015,RWA
154,Benin,3.34,2015,BEN
155,Syria,3.0060000000000002,2015,SYR
156,Burundi,2.905,2015,BDI
157,Togo,2.839,2015,TGO
